workerid,type,question,response,rt,stimulus,trial_index
277,self-rating,compareAmerican,5,9432,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
277,FLquiz,stocks,False,180865,NA,19
277,FLquiz,interest,Fall,180865,NA,19
277,FLquiz,mortgage,True,180865,NA,19
277,FLquiz,inflation,Less,180865,NA,19
277,FLquiz,savingsAccount,More than $102,180865,NA,19
278,finance term,pre-rated stocks,2,11818,<p>pre-rated stocks</p><br>,2
278,finance term,fixed-rate deduction,6,9016,<p>fixed-rate deduction</p><br>,3
278,finance term,annualized credit,3,7476,<p>annualized credit</p><br>,4
278,finance term,tax bracket,7,4057,<p>tax bracket</p><br>,5
278,finance term,fixed-rate mortgage,7,3305,<p>fixed-rate mortgage</p><br>,6
278,finance term,home equity,7,2434,<p>home equity</p><br>,7
278,finance term,revolving credit,7,2960,<p>revolving credit</p><br>,8
278,finance term,vesting,5,10149,<p>vesting</p><br>,9
278,finance term,retirement,7,3364,<p>retirement</p><br>,10
278,finance term,stock options,7,3256,<p>stock options</p><br>,11
278,finance term,inflation,7,2528,<p>inflation</p><br>,12
278,finance term,private equity fund,7,3177,<p>private equity fund</p><br>,13
278,finance term,interest rate,7,18388,<p>interest rate</p><br>,14
278,finance term,Roth IRA,5,4679,<p>Roth IRA</p><br>,15
278,finance term,whole life insurance,6,13267,<p>whole life insurance</p><br>,16
278,self-rating,generalKnowledge,6,7900,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
278,self-rating,compareAmerican,5,9473,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
278,FLquiz,stocks,False,255791,NA,19
278,FLquiz,interest,Fall,255791,NA,19
278,FLquiz,mortgage,True,255791,NA,19
278,FLquiz,inflation,Less,255791,NA,19
278,FLquiz,savingsAccount,More than $102,255791,NA,19
279,finance term,pre-rated stocks,1,4729,<p>pre-rated stocks</p><br>,2
279,finance term,fixed-rate deduction,1,3875,<p>fixed-rate deduction</p><br>,3
279,finance term,annualized credit,1,2838,<p>annualized credit</p><br>,4
279,finance term,tax bracket,3,4871,<p>tax bracket</p><br>,5
279,finance term,fixed-rate mortgage,3,5394,<p>fixed-rate mortgage</p><br>,6
279,finance term,home equity,3,4504,<p>home equity</p><br>,7
279,finance term,revolving credit,1,2611,<p>revolving credit</p><br>,8
279,finance term,vesting,1,3219,<p>vesting</p><br>,9
279,finance term,retirement,6,3346,<p>retirement</p><br>,10
279,finance term,stock options,1,3043,<p>stock options</p><br>,11
279,finance term,inflation,6,3804,<p>inflation</p><br>,12
279,finance term,private equity fund,2,3572,<p>private equity fund</p><br>,13
279,finance term,interest rate,7,5797,<p>interest rate</p><br>,14
279,finance term,Roth IRA,1,2937,<p>Roth IRA</p><br>,15
279,finance term,whole life insurance,3,4731,<p>whole life insurance</p><br>,16
279,self-rating,generalKnowledge,3,6495,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
279,self-rating,compareAmerican,2,7039,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
279,FLquiz,stocks,False,107657,NA,19
279,FLquiz,interest,Don't know,107657,NA,19
279,FLquiz,mortgage,True,107657,NA,19
279,FLquiz,inflation,Less,107657,NA,19
279,FLquiz,savingsAccount,More than $102,107657,NA,19
280,finance term,pre-rated stocks,3,5420,<p>pre-rated stocks</p><br>,4
280,finance term,fixed-rate deduction,5,2973,<p>fixed-rate deduction</p><br>,5
280,finance term,annualized credit,6,2691,<p>annualized credit</p><br>,6
280,finance term,tax bracket,6,2804,<p>tax bracket</p><br>,7
280,finance term,fixed-rate mortgage,7,2372,<p>fixed-rate mortgage</p><br>,8
280,finance term,home equity,5,1956,<p>home equity</p><br>,9
280,finance term,revolving credit,6,2516,<p>revolving credit</p><br>,10
280,finance term,vesting,5,4124,<p>vesting</p><br>,11
280,finance term,retirement,6,3138,<p>retirement</p><br>,12
280,finance term,stock options,6,2063,<p>stock options</p><br>,13
280,finance term,inflation,7,9292,<p>inflation</p><br>,14
280,finance term,private equity fund,6,2413,<p>private equity fund</p><br>,15
280,finance term,interest rate,7,2107,<p>interest rate</p><br>,16
280,finance term,Roth IRA,3,3181,<p>Roth IRA</p><br>,17
280,finance term,whole life insurance,6,1908,<p>whole life insurance</p><br>,18
280,self-rating,generalKnowledge,5,4704,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
280,self-rating,compareAmerican,5,5916,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
280,FLquiz,stocks,False,62301,NA,19
280,FLquiz,interest,Fall,62301,NA,19
280,FLquiz,mortgage,True,62301,NA,19
280,FLquiz,inflation,Less,62301,NA,19
280,FLquiz,savingsAccount,More than $102,62301,NA,19
281,finance term,pre-rated stocks,3,5300,<p>pre-rated stocks</p><br>,2
281,finance term,fixed-rate deduction,3,8419,<p>fixed-rate deduction</p><br>,3
281,finance term,annualized credit,3,3918,<p>annualized credit</p><br>,4
281,finance term,tax bracket,6,6361,<p>tax bracket</p><br>,5
281,finance term,fixed-rate mortgage,3,3868,<p>fixed-rate mortgage</p><br>,6
281,finance term,home equity,3,3965,<p>home equity</p><br>,7
281,finance term,revolving credit,4,6910,<p>revolving credit</p><br>,8
281,finance term,vesting,1,8990,<p>vesting</p><br>,9
281,finance term,retirement,6,3630,<p>retirement</p><br>,10
281,finance term,stock options,3,2724,<p>stock options</p><br>,11
281,finance term,inflation,5,3029,<p>inflation</p><br>,12
281,finance term,private equity fund,2,3743,<p>private equity fund</p><br>,13
281,finance term,interest rate,6,2627,<p>interest rate</p><br>,14
281,finance term,Roth IRA,1,3485,<p>Roth IRA</p><br>,15
281,finance term,whole life insurance,2,4390,<p>whole life insurance</p><br>,16
281,self-rating,generalKnowledge,5,9805,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
281,self-rating,compareAmerican,5,4740,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
281,FLquiz,stocks,Don't know,157842,NA,19
281,FLquiz,interest,Rise,157842,NA,19
281,FLquiz,mortgage,True,157842,NA,19
281,FLquiz,inflation,Less,157842,NA,19
281,FLquiz,savingsAccount,More than $102,157842,NA,19
282,finance term,pre-rated stocks,1,8107,<p>pre-rated stocks</p><br>,4
282,finance term,fixed-rate deduction,1,4049,<p>fixed-rate deduction</p><br>,5
282,finance term,annualized credit,4,6269,<p>annualized credit</p><br>,6
282,finance term,tax bracket,2,5957,<p>tax bracket</p><br>,7
282,finance term,fixed-rate mortgage,1,2875,<p>fixed-rate mortgage</p><br>,8
282,finance term,home equity,5,2775,<p>home equity</p><br>,9
282,finance term,revolving credit,5,3356,<p>revolving credit</p><br>,10
282,finance term,vesting,2,2658,<p>vesting</p><br>,11
282,finance term,retirement,5,6472,<p>retirement</p><br>,12
282,finance term,stock options,1,2412,<p>stock options</p><br>,13
282,finance term,inflation,6,3063,<p>inflation</p><br>,14
282,finance term,private equity fund,3,3193,<p>private equity fund</p><br>,15
282,finance term,interest rate,2,3319,<p>interest rate</p><br>,16
282,finance term,Roth IRA,1,2565,<p>Roth IRA</p><br>,17
282,finance term,whole life insurance,6,3271,<p>whole life insurance</p><br>,18
282,self-rating,generalKnowledge,5,10583,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
282,self-rating,compareAmerican,5,5830,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
282,FLquiz,stocks,Don't know,154178,NA,19
282,FLquiz,interest,Don't know,154178,NA,19
282,FLquiz,mortgage,Don't know,154178,NA,19
282,FLquiz,inflation,Less,154178,NA,19
282,FLquiz,savingsAccount,More than $102,154178,NA,19
283,finance term,pre-rated stocks,1,10188,<p>pre-rated stocks</p><br>,4
283,finance term,fixed-rate deduction,3,7414,<p>fixed-rate deduction</p><br>,5
283,finance term,annualized credit,3,5437,<p>annualized credit</p><br>,6
283,finance term,tax bracket,7,4390,<p>tax bracket</p><br>,7
283,finance term,fixed-rate mortgage,4,5079,<p>fixed-rate mortgage</p><br>,8
283,finance term,home equity,2,7703,<p>home equity</p><br>,9
283,finance term,revolving credit,2,8201,<p>revolving credit</p><br>,10
283,finance term,vesting,1,4982,<p>vesting</p><br>,11
283,finance term,retirement,7,4633,<p>retirement</p><br>,12
283,finance term,stock options,1,5181,<p>stock options</p><br>,13
283,finance term,inflation,7,4776,<p>inflation</p><br>,14
283,finance term,private equity fund,1,4633,<p>private equity fund</p><br>,15
283,finance term,interest rate,7,5794,<p>interest rate</p><br>,16
283,finance term,Roth IRA,1,4136,<p>Roth IRA</p><br>,17
283,finance term,whole life insurance,7,6267,<p>whole life insurance</p><br>,18
283,self-rating,generalKnowledge,5,11692,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
283,self-rating,compareAmerican,7,12638,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
283,FLquiz,stocks,Don't know,93679,NA,19
283,FLquiz,interest,Rise,93679,NA,19
283,FLquiz,mortgage,True,93679,NA,19
283,FLquiz,inflation,Same,93679,NA,19
283,FLquiz,savingsAccount,Less than $102,93679,NA,19
284,finance term,pre-rated stocks,1,6314,<p>pre-rated stocks</p><br>,2
284,finance term,fixed-rate deduction,5,5108,<p>fixed-rate deduction</p><br>,3
284,finance term,annualized credit,3,3936,<p>annualized credit</p><br>,4
284,finance term,tax bracket,5,3498,<p>tax bracket</p><br>,5
284,finance term,fixed-rate mortgage,6,3899,<p>fixed-rate mortgage</p><br>,6
284,finance term,home equity,6,4532,<p>home equity</p><br>,7
284,finance term,revolving credit,2,3419,<p>revolving credit</p><br>,8
284,finance term,vesting,1,2228,<p>vesting</p><br>,9
284,finance term,retirement,7,2336,<p>retirement</p><br>,10
284,finance term,stock options,5,3132,<p>stock options</p><br>,11
284,finance term,inflation,7,1965,<p>inflation</p><br>,12
284,finance term,private equity fund,2,3465,<p>private equity fund</p><br>,13
284,finance term,interest rate,7,2597,<p>interest rate</p><br>,14
284,finance term,Roth IRA,1,3856,<p>Roth IRA</p><br>,15
284,finance term,whole life insurance,5,3228,<p>whole life insurance</p><br>,16
284,self-rating,generalKnowledge,3,4837,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
284,self-rating,compareAmerican,2,7873,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
284,FLquiz,stocks,Don't know,111986,NA,19
284,FLquiz,interest,Don't know,111986,NA,19
284,FLquiz,mortgage,True,111986,NA,19
284,FLquiz,inflation,Less,111986,NA,19
284,FLquiz,savingsAccount,More than $102,111986,NA,19
285,finance term,pre-rated stocks,1,16402,<p>pre-rated stocks</p><br>,2
285,finance term,fixed-rate deduction,6,19472,<p>fixed-rate deduction</p><br>,3
285,finance term,annualized credit,2,31399,<p>annualized credit</p><br>,4
285,finance term,tax bracket,6,20501,<p>tax bracket</p><br>,5
285,finance term,fixed-rate mortgage,6,15224,<p>fixed-rate mortgage</p><br>,6
285,finance term,home equity,6,24329,<p>home equity</p><br>,7
285,finance term,revolving credit,2,35237,<p>revolving credit</p><br>,8
285,finance term,vesting,3,16343,<p>vesting</p><br>,9
285,finance term,retirement,7,2741,<p>retirement</p><br>,10
285,finance term,stock options,5,2666,<p>stock options</p><br>,11
285,finance term,inflation,7,2485,<p>inflation</p><br>,12
285,finance term,private equity fund,1,17742,<p>private equity fund</p><br>,13
285,finance term,interest rate,7,4669,<p>interest rate</p><br>,14
285,finance term,Roth IRA,4,18092,<p>Roth IRA</p><br>,15
285,finance term,whole life insurance,6,9539,<p>whole life insurance</p><br>,16
285,self-rating,generalKnowledge,5,38009,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
285,self-rating,compareAmerican,7,8777,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
285,FLquiz,stocks,False,229446,NA,19
285,FLquiz,interest,Rise,229446,NA,19
285,FLquiz,mortgage,True,229446,NA,19
285,FLquiz,inflation,Less,229446,NA,19
285,FLquiz,savingsAccount,More than $102,229446,NA,19
286,finance term,pre-rated stocks,2,13422,<p>pre-rated stocks</p><br>,2
286,finance term,fixed-rate deduction,3,7242,<p>fixed-rate deduction</p><br>,3
286,finance term,annualized credit,4,7494,<p>annualized credit</p><br>,4
286,finance term,tax bracket,7,4626,<p>tax bracket</p><br>,5
286,finance term,fixed-rate mortgage,7,5180,<p>fixed-rate mortgage</p><br>,6
286,finance term,home equity,5,7664,<p>home equity</p><br>,7
286,finance term,revolving credit,4,5805,<p>revolving credit</p><br>,8
286,finance term,vesting,4,6106,<p>vesting</p><br>,9
286,finance term,retirement,7,4390,<p>retirement</p><br>,10
286,finance term,stock options,7,3962,<p>stock options</p><br>,11
286,finance term,inflation,7,3654,<p>inflation</p><br>,12
286,finance term,private equity fund,7,4033,<p>private equity fund</p><br>,13
286,finance term,interest rate,7,6031,<p>interest rate</p><br>,14
286,finance term,Roth IRA,5,6241,<p>Roth IRA</p><br>,15
286,finance term,whole life insurance,6,4939,<p>whole life insurance</p><br>,16
286,self-rating,generalKnowledge,5,28054,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
286,self-rating,compareAmerican,4,10039,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
286,FLquiz,stocks,Don't know,172250,NA,19
286,FLquiz,interest,Rise,172250,NA,19
286,FLquiz,mortgage,True,172250,NA,19
286,FLquiz,inflation,Less,172250,NA,19
286,FLquiz,savingsAccount,More than $102,172250,NA,19
287,finance term,pre-rated stocks,1,9064,<p>pre-rated stocks</p><br>,4
287,finance term,fixed-rate deduction,2,5981,<p>fixed-rate deduction</p><br>,5
287,finance term,annualized credit,6,5447,<p>annualized credit</p><br>,6
287,finance term,tax bracket,7,4800,<p>tax bracket</p><br>,7
287,finance term,fixed-rate mortgage,7,4314,<p>fixed-rate mortgage</p><br>,8
287,finance term,home equity,7,5014,<p>home equity</p><br>,9
287,finance term,revolving credit,2,4815,<p>revolving credit</p><br>,10
287,finance term,vesting,1,16249,<p>vesting</p><br>,11
287,finance term,retirement,7,3632,<p>retirement</p><br>,12
287,finance term,stock options,2,4748,<p>stock options</p><br>,13
287,finance term,inflation,7,2698,<p>inflation</p><br>,14
287,finance term,private equity fund,7,3831,<p>private equity fund</p><br>,15
287,finance term,interest rate,7,2483,<p>interest rate</p><br>,16
287,finance term,Roth IRA,1,4265,<p>Roth IRA</p><br>,17
287,finance term,whole life insurance,7,3498,<p>whole life insurance</p><br>,18
287,self-rating,generalKnowledge,6,8894,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
287,self-rating,compareAmerican,5,7500,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
287,FLquiz,stocks,Don't know,125001,NA,19
287,FLquiz,interest,Don't know,125001,NA,19
287,FLquiz,mortgage,True,125001,NA,19
287,FLquiz,inflation,Less,125001,NA,19
287,FLquiz,savingsAccount,More than $102,125001,NA,19
288,finance term,pre-rated stocks,1,3661,<p>pre-rated stocks</p><br>,2
288,finance term,fixed-rate deduction,1,2775,<p>fixed-rate deduction</p><br>,3
288,finance term,annualized credit,2,2838,<p>annualized credit</p><br>,4
288,finance term,tax bracket,2,2367,<p>tax bracket</p><br>,5
288,finance term,fixed-rate mortgage,4,3366,<p>fixed-rate mortgage</p><br>,6
288,finance term,home equity,4,3142,<p>home equity</p><br>,7
288,finance term,revolving credit,3,2695,<p>revolving credit</p><br>,8
288,finance term,vesting,2,2423,<p>vesting</p><br>,9
288,finance term,retirement,7,3071,<p>retirement</p><br>,10
288,finance term,stock options,2,2959,<p>stock options</p><br>,11
288,finance term,inflation,6,1967,<p>inflation</p><br>,12
288,finance term,private equity fund,3,3439,<p>private equity fund</p><br>,13
288,finance term,interest rate,4,2431,<p>interest rate</p><br>,14
288,finance term,Roth IRA,1,3599,<p>Roth IRA</p><br>,15
288,finance term,whole life insurance,6,2831,<p>whole life insurance</p><br>,16
288,self-rating,generalKnowledge,4,6854,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
288,self-rating,compareAmerican,3,5967,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
288,FLquiz,stocks,Don't know,91647,NA,19
288,FLquiz,interest,Rise,91647,NA,19
288,FLquiz,mortgage,Don't know,91647,NA,19
288,FLquiz,inflation,Less,91647,NA,19
288,FLquiz,savingsAccount,More than $102,91647,NA,19
289,finance term,pre-rated stocks,2,8354,<p>pre-rated stocks</p><br>,4
289,finance term,fixed-rate deduction,5,3196,<p>fixed-rate deduction</p><br>,5
289,finance term,annualized credit,5,2852,<p>annualized credit</p><br>,6
289,finance term,tax bracket,3,46820,<p>tax bracket</p><br>,7
289,finance term,fixed-rate mortgage,6,3348,<p>fixed-rate mortgage</p><br>,8
289,finance term,home equity,5,2163,<p>home equity</p><br>,9
289,finance term,revolving credit,3,3484,<p>revolving credit</p><br>,10
289,finance term,vesting,2,3332,<p>vesting</p><br>,11
289,finance term,retirement,6,7844,<p>retirement</p><br>,12
289,finance term,stock options,6,51572,<p>stock options</p><br>,13
289,finance term,inflation,6,6996,<p>inflation</p><br>,14
289,finance term,private equity fund,5,1982,<p>private equity fund</p><br>,15
289,finance term,interest rate,6,7467,<p>interest rate</p><br>,16
289,finance term,Roth IRA,2,3346,<p>Roth IRA</p><br>,17
289,finance term,whole life insurance,5,2372,<p>whole life insurance</p><br>,18
289,self-rating,generalKnowledge,5,4491,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
289,self-rating,compareAmerican,4,7923,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
289,FLquiz,stocks,True,134709,NA,19
289,FLquiz,interest,Don't know,134709,NA,19
289,FLquiz,mortgage,True,134709,NA,19
289,FLquiz,inflation,Less,134709,NA,19
289,FLquiz,savingsAccount,More than $102,134709,NA,19
290,finance term,pre-rated stocks,3,6348,<p>pre-rated stocks</p><br>,4
290,finance term,fixed-rate deduction,4,7342,<p>fixed-rate deduction</p><br>,5
290,finance term,annualized credit,5,4161,<p>annualized credit</p><br>,6
290,finance term,tax bracket,5,3787,<p>tax bracket</p><br>,7
290,finance term,fixed-rate mortgage,6,3815,<p>fixed-rate mortgage</p><br>,8
290,finance term,home equity,7,4770,<p>home equity</p><br>,9
290,finance term,revolving credit,5,5410,<p>revolving credit</p><br>,10
290,finance term,vesting,3,4160,<p>vesting</p><br>,11
290,finance term,retirement,7,4017,<p>retirement</p><br>,12
290,finance term,stock options,7,4151,<p>stock options</p><br>,13
290,finance term,inflation,7,4276,<p>inflation</p><br>,14
290,finance term,private equity fund,6,5617,<p>private equity fund</p><br>,15
290,finance term,interest rate,7,4604,<p>interest rate</p><br>,16
290,finance term,Roth IRA,2,4479,<p>Roth IRA</p><br>,17
290,finance term,whole life insurance,6,4145,<p>whole life insurance</p><br>,18
290,self-rating,generalKnowledge,7,10141,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
290,self-rating,compareAmerican,6,7468,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
290,FLquiz,stocks,False,138379,NA,19
290,FLquiz,interest,Rise,138379,NA,19
290,FLquiz,mortgage,False,138379,NA,19
290,FLquiz,inflation,Less,138379,NA,19
290,FLquiz,savingsAccount,More than $102,138379,NA,19
333,finance term,pre-rated stocks,2,5320,<p>pre-rated stocks</p><br>,2
333,finance term,fixed-rate deduction,3,2642,<p>fixed-rate deduction</p><br>,3
333,finance term,annualized credit,5,2202,<p>annualized credit</p><br>,4
333,finance term,tax bracket,4,2116,<p>tax bracket</p><br>,5
333,finance term,fixed-rate mortgage,6,2460,<p>fixed-rate mortgage</p><br>,6
333,finance term,home equity,5,2169,<p>home equity</p><br>,7
333,finance term,revolving credit,5,1428,<p>revolving credit</p><br>,8
333,finance term,vesting,1,2412,<p>vesting</p><br>,9
333,finance term,retirement,7,1947,<p>retirement</p><br>,10
333,finance term,stock options,6,1778,<p>stock options</p><br>,11
333,finance term,inflation,7,1583,<p>inflation</p><br>,12
333,finance term,private equity fund,5,2845,<p>private equity fund</p><br>,13
333,finance term,interest rate,7,1956,<p>interest rate</p><br>,14
333,finance term,Roth IRA,6,2121,<p>Roth IRA</p><br>,15
333,finance term,whole life insurance,7,1982,<p>whole life insurance</p><br>,16
333,self-rating,generalKnowledge,5,3699,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
333,self-rating,compareAmerican,5,4147,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
333,FLquiz,stocks,False,92552,NA,19
333,FLquiz,interest,Don't know,92552,NA,19
333,FLquiz,mortgage,True,92552,NA,19
333,FLquiz,inflation,Less,92552,NA,19
333,FLquiz,savingsAccount,More than $102,92552,NA,19
371,finance term,pre-rated stocks,1,3713,<p>pre-rated stocks</p><br>,2
371,finance term,fixed-rate deduction,5,2108,<p>fixed-rate deduction</p><br>,3
371,finance term,annualized credit,3,2956,<p>annualized credit</p><br>,4
371,finance term,tax bracket,1,2119,<p>tax bracket</p><br>,5
371,finance term,fixed-rate mortgage,6,3259,<p>fixed-rate mortgage</p><br>,6
371,finance term,home equity,1,2958,<p>home equity</p><br>,7
371,finance term,revolving credit,6,2629,<p>revolving credit</p><br>,8
371,finance term,vesting,1,3607,<p>vesting</p><br>,9
371,finance term,retirement,7,2022,<p>retirement</p><br>,10
371,finance term,stock options,3,3473,<p>stock options</p><br>,11
371,finance term,inflation,5,2327,<p>inflation</p><br>,12
371,finance term,private equity fund,1,3676,<p>private equity fund</p><br>,13
371,finance term,interest rate,7,2684,<p>interest rate</p><br>,14
371,finance term,Roth IRA,2,2174,<p>Roth IRA</p><br>,15
371,finance term,whole life insurance,5,2275,<p>whole life insurance</p><br>,16
371,self-rating,generalKnowledge,3,8693,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
371,self-rating,compareAmerican,5,3990,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
371,FLquiz,stocks,False,282345,NA,19
371,FLquiz,interest,Don't know,282345,NA,19
371,FLquiz,mortgage,True,282345,NA,19
371,FLquiz,inflation,More,282345,NA,19
371,FLquiz,savingsAccount,More than $102,282345,NA,19
639,finance term,pre-rated stocks,2,5183,<p>pre-rated stocks</p><br>,2
639,finance term,fixed-rate deduction,5,6534,<p>fixed-rate deduction</p><br>,3
639,finance term,annualized credit,2,4343,<p>annualized credit</p><br>,4
639,finance term,tax bracket,6,2247,<p>tax bracket</p><br>,5
639,finance term,fixed-rate mortgage,5,2567,<p>fixed-rate mortgage</p><br>,6
639,finance term,home equity,5,2559,<p>home equity</p><br>,7
639,finance term,revolving credit,4,3215,<p>revolving credit</p><br>,8
639,finance term,vesting,2,2607,<p>vesting</p><br>,9
639,finance term,retirement,7,3151,<p>retirement</p><br>,10
639,finance term,stock options,7,2607,<p>stock options</p><br>,11
639,finance term,inflation,7,2503,<p>inflation</p><br>,12
639,finance term,private equity fund,5,2487,<p>private equity fund</p><br>,13
639,finance term,interest rate,7,2903,<p>interest rate</p><br>,14
639,finance term,Roth IRA,1,4207,<p>Roth IRA</p><br>,15
639,finance term,whole life insurance,6,2767,<p>whole life insurance</p><br>,16
639,self-rating,generalKnowledge,5,12799,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
639,self-rating,compareAmerican,5,7143,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
639,FLquiz,stocks,False,65623,NA,19
639,FLquiz,interest,Rise,65623,NA,19
639,FLquiz,mortgage,True,65623,NA,19
639,FLquiz,inflation,Less,65623,NA,19
639,FLquiz,savingsAccount,More than $102,65623,NA,19
666,finance term,pre-rated stocks,1,5407,<p>pre-rated stocks</p><br>,4
666,finance term,fixed-rate deduction,2,4835,<p>fixed-rate deduction</p><br>,5
666,finance term,annualized credit,5,13261,<p>annualized credit</p><br>,6
666,finance term,tax bracket,6,8501,<p>tax bracket</p><br>,7
666,finance term,fixed-rate mortgage,5,11397,<p>fixed-rate mortgage</p><br>,8
666,finance term,home equity,2,45493,<p>home equity</p><br>,9
666,finance term,revolving credit,1,15118,<p>revolving credit</p><br>,10
666,finance term,vesting,5,133860,<p>vesting</p><br>,11
666,finance term,retirement,6,19722,<p>retirement</p><br>,12
666,finance term,stock options,1,89093,<p>stock options</p><br>,13
666,finance term,inflation,5,4725,<p>inflation</p><br>,14
666,finance term,private equity fund,1,106260,<p>private equity fund</p><br>,15
666,finance term,interest rate,5,15065,<p>interest rate</p><br>,16
666,finance term,Roth IRA,1,2301,<p>Roth IRA</p><br>,17
666,finance term,whole life insurance,5,11202,<p>whole life insurance</p><br>,18
666,self-rating,generalKnowledge,2,8107,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
666,self-rating,compareAmerican,3,63409,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
666,FLquiz,stocks,Don't know,341831,NA,19
666,FLquiz,interest,Rise,341831,NA,19
666,FLquiz,mortgage,True,341831,NA,19
666,FLquiz,inflation,Less,341831,NA,19
666,FLquiz,savingsAccount,More than $102,341831,NA,19
709,finance term,pre-rated stocks,1,6974,<p>pre-rated stocks</p><br>,2
709,finance term,fixed-rate deduction,1,6700,<p>fixed-rate deduction</p><br>,3
709,finance term,annualized credit,1,4348,<p>annualized credit</p><br>,4
709,finance term,tax bracket,7,18312,<p>tax bracket</p><br>,5
709,finance term,fixed-rate mortgage,6,24700,<p>fixed-rate mortgage</p><br>,6
709,finance term,home equity,7,3341,<p>home equity</p><br>,7
709,finance term,revolving credit,5,20285,<p>revolving credit</p><br>,8
709,finance term,vesting,1,5737,<p>vesting</p><br>,9
709,finance term,retirement,7,3519,<p>retirement</p><br>,10
709,finance term,stock options,7,3420,<p>stock options</p><br>,11
709,finance term,inflation,6,3557,<p>inflation</p><br>,12
709,finance term,private equity fund,2,8029,<p>private equity fund</p><br>,13
709,finance term,interest rate,7,3107,<p>interest rate</p><br>,14
709,finance term,Roth IRA,5,19615,<p>Roth IRA</p><br>,15
709,finance term,whole life insurance,5,12311,<p>whole life insurance</p><br>,16
709,self-rating,generalKnowledge,6,8363,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
709,self-rating,compareAmerican,2,14882,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
709,FLquiz,stocks,Don't know,247604,NA,19
709,FLquiz,interest,Fall,247604,NA,19
709,FLquiz,mortgage,Don't know,247604,NA,19
709,FLquiz,inflation,Don't know,247604,NA,19
709,FLquiz,savingsAccount,More than $102,247604,NA,19
774,finance term,pre-rated stocks,2,5503,<p>pre-rated stocks</p><br>,4
774,finance term,fixed-rate deduction,5,4334,<p>fixed-rate deduction</p><br>,5
774,finance term,annualized credit,5,1776,<p>annualized credit</p><br>,6
774,finance term,tax bracket,7,2751,<p>tax bracket</p><br>,7
774,finance term,fixed-rate mortgage,6,3543,<p>fixed-rate mortgage</p><br>,8
774,finance term,home equity,3,2719,<p>home equity</p><br>,9
774,finance term,revolving credit,1,2288,<p>revolving credit</p><br>,10
774,finance term,vesting,1,2008,<p>vesting</p><br>,11
774,finance term,retirement,7,2295,<p>retirement</p><br>,12
774,finance term,stock options,5,2391,<p>stock options</p><br>,13
774,finance term,inflation,7,1328,<p>inflation</p><br>,14
774,finance term,private equity fund,1,3080,<p>private equity fund</p><br>,15
774,finance term,interest rate,7,1583,<p>interest rate</p><br>,16
774,finance term,Roth IRA,1,1975,<p>Roth IRA</p><br>,17
774,finance term,whole life insurance,5,1951,<p>whole life insurance</p><br>,18
774,self-rating,generalKnowledge,5,3287,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
774,self-rating,compareAmerican,4,4176,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
774,FLquiz,stocks,Don't know,106328,NA,19
774,FLquiz,interest,Fall,106328,NA,19
774,FLquiz,mortgage,True,106328,NA,19
774,FLquiz,inflation,Less,106328,NA,19
