workerid,proliferate.condition,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,subject,success,time_elapsed,timeout,trial_index,trial_type,error
677,Sheppes,,,,0.0-12.0-0.0, ,5158,iaps/7521lp.jpg,5opf4,,273360,,21,image-keyboard-response,
677,Sheppes,,,,0.0-12.0-1.0,,,iaps/7521lp.jpg,5opf4,,278364,,22,image-keyboard-response,
677,Sheppes,,,,0.0-12.0-2.0,,,"<div style=""font-size:60px;"">+</div>",5opf4,,279377,,23,html-keyboard-response,
677,Sheppes,,,,0.0-12.0-0.1, ,4258,iaps/3051hp.jpg,5opf4,,283635,,24,image-keyboard-response,
677,Sheppes,,,,0.0-12.0-1.1, ,1504,iaps/3051hp.jpg,5opf4,,288648,,25,image-keyboard-response,
677,Sheppes,,,,0.0-12.0-2.1,,,"<div style=""font-size:60px;"">+</div>",5opf4,,289664,,26,html-keyboard-response,
677,Sheppes,,,,0.0-13.0, ,9032,"<center><p>In this task, we want you to <b>choose</b> between the two strategies that you just learned for each picture that you see. Like in the previous part of the study, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue</p></center>",5opf4,,298697,,27,html-keyboard-response,
677,Sheppes,,,,0.0-14.0-0.0,1,8446,iaps/9921hp.jpg,5opf4,,307144,,28,image-button-response,
677,Sheppes,,,,0.0-14.0-1.0,,,iaps/9921hp.jpg,5opf4,,312149,,29,image-keyboard-response,
677,Sheppes,,,,0.0-14.0-2.0,,,"<div style=""font-size:60px;"">+</div>",5opf4,,313158,,30,html-keyboard-response,
677,Sheppes,,,,0.0-14.0-0.1,0,4872,iaps/8231lp.jpg,5opf4,,318030,,31,image-button-response,
677,Sheppes,,,,0.0-14.0-1.1,,,iaps/8231lp.jpg,5opf4,,323031,,32,image-keyboard-response,
677,Sheppes,,,,0.0-14.0-2.1,,,"<div style=""font-size:60px;"">+</div>",5opf4,,324038,,33,html-keyboard-response,
677,Sheppes,,,,0.0-14.0-0.2,0,6617,iaps/9145lp.jpg,5opf4,,330656,,34,image-button-response,
677,Sheppes,,,,0.0-14.0-1.2,,,iaps/9145lp.jpg,5opf4,,335661,,35,image-keyboard-response,
677,Sheppes,,,,0.0-14.0-2.2,,,"<div style=""font-size:60px;"">+</div>",5opf4,,336675,,36,html-keyboard-response,
677,Sheppes,,,,0.0-14.0-0.3,1,3054,iaps/3181hp.jpg,5opf4,,339730,,37,image-button-response,
677,Sheppes,,,,0.0-14.0-1.3,,,iaps/3181hp.jpg,5opf4,,344745,,38,image-keyboard-response,
677,Sheppes,,,,0.0-14.0-2.3,,,"<div style=""font-size:60px;"">+</div>",5opf4,,345758,,39,html-keyboard-response,
677,Sheppes,,,,0.0-15.0, ,9866,"<center><p>You will now see a series of pictures and choose between the two strategies, exactly as you did in the previous task. Again, you will first see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue.</p></center>",5opf4,,355624,,40,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.0,0,1864,iaps/2691l.jpg,5opf4,,357488,,41,image-button-response,
677,Sheppes,,,,0.0-16.0-1.0,,,iaps/2691l.jpg,5opf4,,362490,,42,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.0,,,"<div style=""font-size:60px;"">+</div>",5opf4,,363503,,43,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.1,1,1977,iaps/3140h.JPG,5opf4,,365481,,44,image-button-response,
677,Sheppes,,,,0.0-16.0-1.1,,,iaps/3140h.JPG,5opf4,,370489,,45,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.1,,,"<div style=""font-size:60px;"">+</div>",5opf4,,371501,,46,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.2,1,2494,iaps/9420h.JPG,5opf4,,373996,,47,image-button-response,
677,Sheppes,,,,0.0-16.0-1.2,,,iaps/9420h.JPG,5opf4,,379004,,48,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.2,,,"<div style=""font-size:60px;"">+</div>",5opf4,,380007,,49,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.3,0,1881,iaps/2278l.jpg,5opf4,,381889,,50,image-button-response,
677,Sheppes,,,,0.0-16.0-1.3,,,iaps/2278l.jpg,5opf4,,386897,,51,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.3,,,"<div style=""font-size:60px;"">+</div>",5opf4,,387910,,52,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.4,1,5923,iaps/3180h.JPG,5opf4,,393833,,53,image-button-response,
677,Sheppes,,,,0.0-16.0-1.4,,,iaps/3180h.JPG,5opf4,,398844,,54,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.4,,,"<div style=""font-size:60px;"">+</div>",5opf4,,399848,,55,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.5,0,2700,iaps/9160l.JPG,5opf4,,402549,,56,image-button-response,
677,Sheppes,,,,0.0-16.0-1.5,,,iaps/9160l.JPG,5opf4,,407554,,57,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.5,,,"<div style=""font-size:60px;"">+</div>",5opf4,,408561,,58,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.6,1,1701,iaps/3150h.JPG,5opf4,,410262,,59,image-button-response,
677,Sheppes,,,,0.0-16.0-1.6,,,iaps/3150h.JPG,5opf4,,415269,,60,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.6,,,"<div style=""font-size:60px;"">+</div>",5opf4,,416280,,61,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.7,0,3415,iaps/6010l.JPG,5opf4,,419695,,62,image-button-response,
677,Sheppes,,,,0.0-16.0-1.7,,,iaps/6010l.JPG,5opf4,,424704,,63,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.7,,,"<div style=""font-size:60px;"">+</div>",5opf4,,425714,,64,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.8,0,2506,iaps/9120l.JPG,5opf4,,428220,,65,image-button-response,
677,Sheppes,,,,0.0-16.0-1.8,,,iaps/9120l.JPG,5opf4,,433222,,66,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.8,,,"<div style=""font-size:60px;"">+</div>",5opf4,,434226,,67,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.9,1,7884,iaps/3530h.JPG,5opf4,,442110,,68,image-button-response,
677,Sheppes,,,,0.0-16.0-1.9,,,iaps/3530h.JPG,5opf4,,447126,,69,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.9,,,"<div style=""font-size:60px;"">+</div>",5opf4,,448137,,70,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.10,1,2206,iaps/3261h.jpg,5opf4,,450344,,71,image-button-response,
677,Sheppes,,,,0.0-16.0-1.10,,,iaps/3261h.jpg,5opf4,,455354,,72,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.10,,,"<div style=""font-size:60px;"">+</div>",5opf4,,456362,,73,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.11,1,4461,iaps/3230h.JPG,5opf4,,460823,,74,image-button-response,
677,Sheppes,,,,0.0-16.0-1.11,,,iaps/3230h.JPG,5opf4,,465831,,75,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.11,,,"<div style=""font-size:60px;"">+</div>",5opf4,,466835,,76,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.12,0,3154,iaps/9102l.JPG,5opf4,,469989,,77,image-button-response,
677,Sheppes,,,,0.0-16.0-1.12,,,iaps/9102l.JPG,5opf4,,474992,,78,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.12,,,"<div style=""font-size:60px;"">+</div>",5opf4,,475996,,79,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.13,0,2215,iaps/1301l.jpg,5opf4,,478212,,80,image-button-response,
677,Sheppes,,,,0.0-16.0-1.13,,,iaps/1301l.jpg,5opf4,,483221,,81,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.13,,,"<div style=""font-size:60px;"">+</div>",5opf4,,484224,,82,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.14,1,2642,iaps/9181h.jpg,5opf4,,486866,,83,image-button-response,
677,Sheppes,,,,0.0-16.0-1.14,,,iaps/9181h.jpg,5opf4,,491875,,84,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.14,,,"<div style=""font-size:60px;"">+</div>",5opf4,,492883,,85,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.15,1,1946,iaps/3000h.JPG,5opf4,,494830,,86,image-button-response,
677,Sheppes,,,,0.0-16.0-1.15,,,iaps/3000h.JPG,5opf4,,499831,,87,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.15,,,"<div style=""font-size:60px;"">+</div>",5opf4,,500846,,88,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.16,1,4729,iaps/9470l.jpg,5opf4,,505575,,89,image-button-response,
677,Sheppes,,,,0.0-16.0-1.16,,,iaps/9470l.jpg,5opf4,,510587,,90,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.16,,,"<div style=""font-size:60px;"">+</div>",5opf4,,511590,,91,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.17,0,1960,iaps/6836l.jpg,5opf4,,513550,,92,image-button-response,
677,Sheppes,,,,0.0-16.0-1.17,,,iaps/6836l.jpg,5opf4,,518555,,93,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.17,,,"<div style=""font-size:60px;"">+</div>",5opf4,,519570,,94,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.18,0,4636,iaps/7360l.JPG,5opf4,,524206,,95,image-button-response,
677,Sheppes,,,,0.0-16.0-1.18,,,iaps/7360l.JPG,5opf4,,529210,,96,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.18,,,"<div style=""font-size:60px;"">+</div>",5opf4,,530224,,97,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.19,0,3206,iaps/9440l.JPG,5opf4,,533430,,98,image-button-response,
677,Sheppes,,,,0.0-16.0-1.19,,,iaps/9440l.JPG,5opf4,,538446,,99,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.19,,,"<div style=""font-size:60px;"">+</div>",5opf4,,539460,,100,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.20,1,2123,iaps/3068h.jpg,5opf4,,541584,,101,image-button-response,
677,Sheppes,,,,0.0-16.0-1.20,,,iaps/3068h.jpg,5opf4,,546600,,102,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.20,,,"<div style=""font-size:60px;"">+</div>",5opf4,,547602,,103,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.21,0,6057,iaps/6190l.JPG,5opf4,,553660,,104,image-button-response,
677,Sheppes,,,,0.0-16.0-1.21,,,iaps/6190l.JPG,5opf4,,558670,,105,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.21,,,"<div style=""font-size:60px;"">+</div>",5opf4,,559685,,106,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.22,0,3822,iaps/2800h.JPG,5opf4,,563507,,107,image-button-response,
677,Sheppes,,,,0.0-16.0-1.22,,,iaps/2800h.JPG,5opf4,,568518,,108,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.22,,,"<div style=""font-size:60px;"">+</div>",5opf4,,569520,,109,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.23,0,2701,iaps/9252h.jpg,5opf4,,572222,,110,image-button-response,
677,Sheppes,,,,0.0-16.0-1.23,,,iaps/9252h.jpg,5opf4,,577239,,111,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.23,,,"<div style=""font-size:60px;"">+</div>",5opf4,,578249,,112,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.24,1,3647,iaps/9410h.JPG,5opf4,,581897,,113,image-button-response,
677,Sheppes,,,,0.0-16.0-1.24,,,iaps/9410h.JPG,5opf4,,586905,,114,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.24,,,"<div style=""font-size:60px;"">+</div>",5opf4,,587911,,115,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.25,1,2709,iaps/2053h.JPG,5opf4,,590621,,116,image-button-response,
677,Sheppes,,,,0.0-16.0-1.25,,,iaps/2053h.JPG,5opf4,,595624,,117,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.25,,,"<div style=""font-size:60px;"">+</div>",5opf4,,596626,,118,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.26,0,2608,iaps/2700l.JPG,5opf4,,599234,,119,image-button-response,
677,Sheppes,,,,0.0-16.0-1.26,,,iaps/2700l.JPG,5opf4,,604247,,120,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.26,,,"<div style=""font-size:60px;"">+</div>",5opf4,,605261,,121,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.27,0,5205,iaps/2312l.jpg,5opf4,,610467,,122,image-button-response,
677,Sheppes,,,,0.0-16.0-1.27,,,iaps/2312l.jpg,5opf4,,615471,,123,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.27,,,"<div style=""font-size:60px;"">+</div>",5opf4,,616480,,124,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.28,0,1820,iaps/2490l.JPG,5opf4,,618300,,125,image-button-response,
677,Sheppes,,,,0.0-16.0-1.28,,,iaps/2490l.JPG,5opf4,,623312,,126,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.28,,,"<div style=""font-size:60px;"">+</div>",5opf4,,624328,,127,html-keyboard-response,
677,Sheppes,,,,0.0-16.0-0.29,0,5146,iaps/6831h.jpg,5opf4,,629475,,128,image-button-response,
677,Sheppes,,,,0.0-16.0-1.29,,,iaps/6831h.jpg,5opf4,,634488,,129,image-keyboard-response,
677,Sheppes,,,,0.0-16.0-2.29,,,"<div style=""font-size:60px;"">+</div>",5opf4,,635494,,130,html-keyboard-response,
677,Sheppes,,,,0.0-17.0,"{'Age': '24', 'Gender': 'Male'}",9115,,5opf4,,644611,,131,survey-text,
677,Sheppes,,,,0.0-18.0,0,2382,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about which emotion regulation strategies people chose to employ depending on how intense a negative experience (or image) is.</p><h1>Press continue to be redirected to Prolific. </h1>,5opf4,,646993,,132,html-button-response,
671,Sheppes,[],[],[],0.0-0.0,,,,wvg0x,True,1,False,0,preload,
671,Sheppes,,,,0.0-1.0,0,5506,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",wvg0x,,5508,,1,html-button-response,
